id;filename;text;augmentation_type;difficulté_verbalisation;
187_swap;Entretien 01 24.10.03 01_traitement_A;Concentrée être sur sa tâche, au début tout même, si des, tu fois as des où tu moments rêvasses ou discutes tu ou quoi, là, c est ' vraiment un moment où tu es comme ça et tu peux faire ce que tu veux dans tête ta.;swap;0.0;
187_translation;Entretien 01 24.10.03 01_traitement_A;Concentrer sur sa tâche, au début, même si vous avez parfois des moments où vous rêvez ou parlez ou quoi, c'est vraiment un moment où vous êtes comme ça, et vous pouvez faire ce que vous voulez dans votre tête.;translation;0.0;
188_contextual;Entretien 01 24.10.03 01_traitement_A;Image.;contextual;0.0;
188_original;Entretien 01 24.10.03 01_traitement_A;Ok.;original;0.0;
188_swap;Entretien 01 24.10.03 01_traitement_A;. ok;swap;0.0;
188_translation;Entretien 01 24.10.03 01_traitement_A;D'accord.;translation;0.0;
189_contextual;Entretien 01 24.10.03 01_traitement_A;Et des fois quelqu;contextual;3.0;
189_original;Entretien 01 24.10.03 01_traitement_A;Mais des fois …;original;3.0;
189_swap;Entretien 01 24.10.03 01_traitement_A;Mais des fois …;swap;3.0;
189_translation;Entretien 01 24.10.03 01_traitement_A;Mais parfois...;translation;3.0;
18_contextual;Entretien 01 24.10.03 01_traitement_A;Il descend, on passe dans cet'atelier.;contextual;0.0;
18_original;Entretien 01 24.10.03 01_traitement_A;On descend, on va dans l'atelier.;original;0.0;
18_swap;Entretien 01 24.10.03 01_traitement_A;Descend on, va on dans ' l atelier.;swap;0.0;
18_translation;Entretien 01 24.10.03 01_traitement_A;On descend et on va au garage.;translation;0.0;
190_contextual;Entretien 01 24.10.03 01_traitement_A;Moi, quand'essaie pour ne pouvoir trop comment torturer.;contextual;0.0;
190_original;Entretien 01 24.10.03 01_traitement_A;Moi, j'essaie de ne pas trop le torturer.;original;0.0;
190_swap;Entretien 01 24.10.03 01_traitement_A;Moi, j essaie ' de pas le ne trop torturer.;swap;0.0;
190_translation;Entretien 01 24.10.03 01_traitement_A;J'essaie de ne pas le torturer trop.;translation;0.0;
191_contextual;Entretien 01 24.10.03 01_traitement_A;Parce de quand je vois des portraits des plomb morts, des heures qui manquent ou des apprentis qui ne font pas assez souvent ou du coup, il restent tout débutantsrés-dedans, le pauvre plomb torturé, il a été maltraité.;contextual;0.0;
191_original;Entretien 01 24.10.03 01_traitement_A;Parce que quand je vois des fois des plombs, des gens qui apprennent ou des apprentis qui ne font pas ça souvent et du coup, ils sont tout débutants là-dedans, le pauvre plomb torturé, il a été maltraité.;original;0.0;
191_swap;Entretien 01 24.10.03 01_traitement_A;Parce que je vois quand des fois des plombs, gens qui des apprennent des ou apprentis qui ne font pas ça souvent et coup du, sont ils tout débutants là - dedans, le pauvre plomb torturé, a il été maltraité.;swap;0.0;
191_translation;Entretien 01 24.10.03 01_traitement_A;Parce que quand je vois parfois des gens qui blanchissent, qui apprennent, ou des apprentis qui ne le font pas souvent, ils sont tout à fait nouveaux là-dedans, le pauvre plomb torturé, il a été maltraité.;translation;0.0;
192_contextual;Entretien 01 24.10.03 01_traitement_A;C'est rigolo parce que elle me fait penser à un moment ou, quand j'étais dans des entreprise à Bruxelles, ou quand on reprenait des vieux vitraux pour les marchés, ma maître t' art elle me disait, il tombe bien malade maintenant- madame, il voulait bien le guérir.;contextual;0.0;
192_original;Entretien 01 24.10.03 01_traitement_A;C'est rigolo parce que ça me fait penser à un moment où, quand j'étais dans mon entreprise à Bruxelles, ou quand on reprenait des vieux vitraux pour les restaurer, ma maître d'apprentissage elle me disait, il est bien malade celui-là, il faut bien le guérir.;original;0.0;
192_swap;Entretien 01 24.10.03 01_traitement_A;' c est rigolo parce ça me que fait penser à un moment où, quand j ' dans étais mon entreprise à Bruxelles, ou quand on reprenait des vieux vitraux pour les restaurer ma, maître d ' apprentissage elle me disait il, est bien malade - celui là, bien il faut guérir le.;swap;0.0;
192_translation;Entretien 01 24.10.03 01_traitement_A;C'est drôle parce que ça me rappelle un moment où j'étais dans mon entreprise à Bruxelles, ou quand on a retiré de vieilles fenêtres de verre pour les restaurer, ma maîtresse m'a dit qu'il était très malade, qu'il devait être guéri.;translation;0.0;
193_contextual;Entretien 01 24.10.03 01_traitement_A;Va comme si t'était ton médecin la fille malade du coup, on en prenne soin vraiment comme quelqu'un de malade.;contextual;0.0;
193_original;Entretien 01 24.10.03 01_traitement_A;Mais comme si c'était un peu une personne et du coup, on en prenait soin vraiment comme quelqu'un de malade.;original;0.0;
193_swap;Entretien 01 24.10.03 01_traitement_A;Comme mais si c ' était un peu une personne et coup du, en on prenait comme soin quelqu vraiment ' de un. malade;swap;0.0;
193_translation;Entretien 01 24.10.03 01_traitement_A;Mais comme si c'était un peu une personne, et puis on s'est vraiment occupé d'elle comme d'un malade.;translation;0.0;
194_contextual;Entretien 01 24.10.03 01_traitement_A;C'est long parenthèse, ça me laisse penser beaucoup baroque beaucoup ça.;contextual;0.0;
194_original;Entretien 01 24.10.03 01_traitement_A;C'est une parenthèse, ça me fait penser du coup à ça.;original;0.0;
194_swap;Entretien 01 24.10.03 01_traitement_A;C parenthèse ' est une, ça penser me fait du coup à ça.;swap;0.0;
194_translation;Entretien 01 24.10.03 01_traitement_A;C'est une pince, ça me rappelle ça.;translation;0.0;
195_contextual;Entretien 01 24.10.03 01_traitement_A;Mais sinon, si plomb, où je le presse va commencer les onglets, là je me doute, il dois très peu vieillir.;contextual;0.0;
195_original;Entretien 01 24.10.03 01_traitement_A;Mais sinon, le plomb, quand je le découpe pour faire les onglets, là je me dis, il doit un peu souffrir.;original;0.0;
195_swap;Entretien 01 24.10.03 01_traitement_A;Sinon mais, le plomb, quand je le découpe les pour onglets faire, là je me dis, il doit un peu souffrir.;swap;0.0;
195_translation;Entretien 01 24.10.03 01_traitement_A;Mais si ce n'est pas le cas, je le coupe pour faire les onglets, alors je pense que ça doit faire un peu mal.;translation;0.0;
196_contextual;Entretien 01 24.10.03 01_traitement_A;Parce que du coup, je coupe ses ailes, sais'est un truc ça, je coupe ses hanches et je le roulee, je lui tord, et du coup, c' il un gros lerash, lui fait toujours un angle.;contextual;0.0;
196_original;Entretien 01 24.10.03 01_traitement_A;Parce que du coup, je coupe ses ailes, c'est un peu ça, je coupe ses ailes et je le plie, je le tord, et du coup, c'est un peu trash, ça fait vraiment un angle.;original;0.0;
196_swap;Entretien 01 24.10.03 01_traitement_A;Que parce du, coup je coupe ses ailes, c ' est un peu ça, coupe je ses ailes et le je, plie je le tord et, du coup, c ' un est peu, trash fait ça vraiment angle un.;swap;0.0;
196_translation;Entretien 01 24.10.03 01_traitement_A;Parce que je coupe ses ailes, c'est un peu, je coupe ses ailes, je le plie, je le retourne, et c'est un peu fou, c'est vraiment un angle.;translation;0.0;
197_contextual;Entretien 01 24.10.03 01_traitement_A;mais'est pas pour blague, c' devient pas doux, simplement'est sous angle.;contextual;0.0;
197_original;Entretien 01 24.10.03 01_traitement_A;C'est pas une courbe, c'est pas doux, c'est un angle.;original;0.0;
197_swap;Entretien 01 24.10.03 01_traitement_A;' c est pas courbe une, c ' pas doux est, c ' est un angle.;swap;0.0;
197_translation;Entretien 01 24.10.03 01_traitement_A;Ce n'est pas un virage, ce n'est pas doux, c'est un angle.;translation;0.0;
198_contextual;Entretien 01 24.10.03 01_traitement_A;Dans ce monde- parfait, je me dis, ça suis chou, and'essaie des le soulager gentiment, gentiment.;contextual;0.0;
198_original;Entretien 01 24.10.03 01_traitement_A;Dans ce moment-là, je me dis, ça fait mal, j'essaie de le faire gentiment, lentement.;original;0.0;
198_swap;Entretien 01 24.10.03 01_traitement_A;Ce dans moment - là je, me dis ça, fait mal, j de ' essaie le faire gentiment, . lentement;swap;0.0;
198_translation;Entretien 01 24.10.03 01_traitement_A;À ce moment-là, je pense que ça fait mal, j'essaie d'être gentil, lent.;translation;0.0;
199_contextual;Entretien 01 24.10.03 01_traitement_A;Oh, quand je le tord pour mettre des 5 et 6 noeuds, il doit faire comme un peu un éventail et se déplace et c'est doux à ce moment-là.;contextual;0.0;
199_original;Entretien 01 24.10.03 01_traitement_A;Sinon, quand je le tord pour faire des courbes et des lignes, on voit ça comme un peu un serpent qui se déplace et c'est doux à ce moment-là.;original;0.0;
199_swap;Entretien 01 24.10.03 01_traitement_A;Sinon, quand le tord je faire des pour courbes des et, lignes on ça voit comme un un peu serpent qui se déplace et c est ' doux ce à moment - là.;swap;0.0;
199_translation;Entretien 01 24.10.03 01_traitement_A;Sinon, quand je le tourne pour former des courbes et des lignes, on le voit comme un serpent qui bouge et il est mou à ce moment-là.;translation;0.0;
19_contextual;Entretien 01 24.10.03 01_traitement_A;Et enfin, vous commence à travailler sur ta table, et notre établi puis tu restaure les éléments à scie chaîne un peu.;contextual;0.0;
19_original;Entretien 01 24.10.03 01_traitement_A;Et là, on commence à travailler sur notre table, sur notre établi où on restaure les panneaux à la chaîne un peu.;original;0.0;
19_swap;Entretien 01 24.10.03 01_traitement_A;Là et, on commence à sur travailler table notre sur, notre établi où on les restaure panneaux la chaîne à un. peu;swap;0.0;
19_translation;Entretien 01 24.10.03 01_traitement_A;Et maintenant, on commence à travailler sur notre table, sur notre installation, où on restaure un peu les plaques sur la chaîne.;translation;0.0;
1_contextual;Entretien 01 24.10.03 01_traitement_A;Une journée de bureau hors entreprise ou votre journée de travail ici au dernier endroit ?;contextual;0.0;
1_original;Entretien 01 24.10.03 01_traitement_A;Une journée de travail en entreprise ou une journée de travail ici au BIP ?;original;0.0;
1_swap;Entretien 01 24.10.03 01_traitement_A;Une journée travail de en entreprise une ou journée de travail ici au? BIP;swap;0.0;
1_translation;Entretien 01 24.10.03 01_traitement_A;Un jour ouvrable dans l'exploitation ou un jour ouvrable dans le PIB?;translation;0.0;
200_contextual;Entretien 01 24.10.03 01_traitement_A;Mais' avez l'impression qu'il enchaîne les plomb.;contextual;0.0;
200_original;Entretien 01 24.10.03 01_traitement_A;J'ai l'impression qu'il apprécie le plomb.;original;0.0;
200_swap;Entretien 01 24.10.03 01_traitement_A;J ai l ' ' qu impression ' il apprécie plomb le.;swap;0.0;
200_translation;Entretien 01 24.10.03 01_traitement_A;J'ai l'impression qu'il aime le plomb.;translation;0.0;
201_contextual;Entretien 01 24.10.03 01_traitement_A;Maman aussi, quand il avait avait un grand moment, moi'avais pensé.;contextual;0.0;
201_original;Entretien 01 24.10.03 01_traitement_A;Et aussi, quand il y a un autre moment, j'avais pensé.;original;0.0;
201_swap;Entretien 01 24.10.03 01_traitement_A;Et aussi, il quand y a un autre moment, j avais pensé '.;swap;0.0;
201_translation;Entretien 01 24.10.03 01_traitement_A;Et quand c'était il y a une autre époque, j'ai pensé.;translation;0.0;
202_contextual;Entretien 01 24.10.03 01_traitement_A;Du coup, les angles, les courbes, ainsi on le tire, parce qu'il y a des gens qui tirent le plomb pour me rendre bien droit, et certains moments-là, c'est comme lui je m'étirais le derrière et comme si on t' accroait un peu comme un linge que l'il souffrait un peu.;contextual;0.0;
202_original;Entretien 01 24.10.03 01_traitement_A;Du coup, les angles, les courbes, quand on le tire, parce qu'il y a des gens qui tirent le plomb pour le rendre bien droit, dans ces moments-là, c'est comme si je m'étirais le corps et comme si on m'étendait un peu comme un linge et qu'il souffrait un peu.;original;0.0;
202_swap;Entretien 01 24.10.03 01_traitement_A;Coup du les, angles, les courbes, quand on le tire, parce qu ' il y a gens des qui tirent le pour plomb le bien rendre droit, dans ces moments - là, c ' est comme si je m ' étirais le corps et on comme si ' m étendait un peu un comme et linge qu ' il souffrait un peu.;swap;0.0;
202_translation;Entretien 01 24.10.03 01_traitement_A;Donc, les angles, les courbes quand on les tire, parce qu'il y a des gens qui tirent le plomb pour le faire tout droit, à ces moments-là, c'est comme si j'avais le corps, et comme si on m'étendait comme un linge et qu'on souffrait un peu.;translation;0.0;
203_contextual;Entretien 01 24.10.03 01_traitement_A;Mais des que, c'est grave quand certaines la mets à la réfection du matériau, donc'est ça, l'air de savoir.;contextual;0.0;
203_original;Entretien 01 24.10.03 01_traitement_A;Mais des fois, c'est vrai que je me mets à la place du matériau, c'est vrai, l'air de rien.;original;0.0;
203_swap;Entretien 01 24.10.03 01_traitement_A;Des mais fois, c ' est vrai je que mets me à la place du, matériau c est ' vrai, l ' de air. rien;swap;0.0;
203_translation;Entretien 01 24.10.03 01_traitement_A;Mais parfois, il est vrai que je me place à la place du matériel, c'est vrai, l'air de rien.;translation;0.0;
204_contextual;Entretien 01 24.10.03 01_traitement_A;Puis sinon, pour ta coupe huile, la coupe sur verre, généralement les deux vont séparément, et y a des moments où, lorsque on entend q'il n'y soit pas d'huile de coupe, ça crise comme ça.;contextual;4.0;
204_original;Entretien 01 24.10.03 01_traitement_A;Et sinon, pour la coupe aussi, la coupe du verre, puisque les deux vont ensemble, il y a des moments où, quand on entend qu'il n'y a pas d'huile de coupe, ça crise comme ça.;original;4.0;
204_swap;Entretien 01 24.10.03 01_traitement_A;Et, sinon pour coupe la aussi, la du coupe verre, puisque les deux vont ensemble, il y a moments des, où quand on entend qu ' n il ' y a pas d de ' huile coupe, ça ça crise comme.;swap;4.0;
204_translation;Entretien 01 24.10.03 01_traitement_A;Et si ce n'est pas le cas, même pour la coupe, la coupe de verre, puisque les deux vont ensemble, il y a des moments où quand on entend qu'il n'y a pas d'huile de coupe, ça commence comme ça.;translation;4.0;
205_contextual;Entretien 01 24.10.03 01_traitement_A;Oh va, il n'est pas agréable comme spectacle.;contextual;0.0;
205_original;Entretien 01 24.10.03 01_traitement_A;Ça crise, ce n'est pas agréable comme bruit.;original;0.0;
205_swap;Entretien 01 24.10.03 01_traitement_A;Ça, crise n ce ' est agréable pas bruit comme.;swap;0.0;
205_translation;Entretien 01 24.10.03 01_traitement_A;Ça n'a pas l'air agréable.;translation;0.0;
206_contextual;Entretien 01 24.10.03 01_traitement_A;Ceci dit comme quand on coupe, votre verre fond.;contextual;0.0;
206_original;Entretien 01 24.10.03 01_traitement_A;On dit que quand on coupe, le verre chante.;original;0.0;
206_swap;Entretien 01 24.10.03 01_traitement_A;On dit que quand on, coupe verre le chante.;swap;0.0;
206_translation;Entretien 01 24.10.03 01_traitement_A;On dit que quand on coupe, le verre chante.;translation;0.0;
207_contextual;Entretien 01 24.10.03 01_traitement_A;Et tout ça crise, logiquement, ça doit très véritable souffrir l'oreille.;contextual;0.0;
207_original;Entretien 01 24.10.03 01_traitement_A;Et quand ça crise, là, ça fait un peu souffrir l'oreille.;original;0.0;
207_swap;Entretien 01 24.10.03 01_traitement_A;Et quand ça, crise là ça, un fait souffrir peu l oreille '.;swap;0.0;
207_translation;Entretien 01 24.10.03 01_traitement_A;Et quand ça commence, ça fait un peu mal à l'oreille.;translation;0.0;
208_contextual;Entretien 01 24.10.03 01_traitement_A;Elle te trompe, ouh pauvre, quelle pauvre verre.;contextual;0.0;
208_original;Entretien 01 24.10.03 01_traitement_A;Tu te dis, ouh là, le pauvre verre.;original;0.0;
208_swap;Entretien 01 24.10.03 01_traitement_A;Te tu dis ouh, là, le pauvre verre.;swap;0.0;
208_translation;Entretien 01 24.10.03 01_traitement_A;Tu penses que c'est le pauvre verre.;translation;0.0;
209_contextual;Entretien 01 24.10.03 01_traitement_A;Mais si il chante ensuite, simplement, c'est authentique.;contextual;0.0;
209_original;Entretien 01 24.10.03 01_traitement_A;Mais quand il chante bien, ça, c'est agréable.;original;0.0;
209_swap;Entretien 01 24.10.03 01_traitement_A;Il mais quand bien chante, ça, ' c est agréable.;swap;0.0;
209_translation;Entretien 01 24.10.03 01_traitement_A;Mais s'il chante bien, c'est bien.;translation;0.0;
20_contextual;Entretien 01 24.10.03 01_traitement_A;Repi Nettoyage, dépiblage, peindre veut dire enlever une pièce, changer la pièce ancienne, nouvelle, remettre d'équerre, remettre aux roues ou monter un panneau final qui finira presque coupé par de'autres.;contextual;0.0;
20_original;Entretien 01 24.10.03 01_traitement_A;Repiquage, dépiquage, ça veut dire enlever une pièce, remettre une pièce ancienne, nouvelle, remettre d'équerre, remettre aux mesures ou monter un panneau complètement qui a été coupé par d'autres.;original;0.0;
20_swap;Entretien 01 24.10.03 01_traitement_A;Repiquage, , dépiquage veut ça dire enlever une pièce, une pièce remettre ancienne, nouvelle, remettre d ' équerre, remettre aux ou mesures un monter complètement panneau qui été a coupé par d ' autres.;swap;0.0;
20_translation;Entretien 01 24.10.03 01_traitement_A;C'est-à-dire enlever un morceau, exploser une ancienne nouvelle pièce, forer à nouveau, mesurer à nouveau ou monter un panneau coupé par d'autres.;translation;0.0;
210_contextual;Entretien 01 24.10.03 01_traitement_A;Alexis va être tout musclé, Gabriel va être bien gauche.;contextual;0.0;
210_original;Entretien 01 24.10.03 01_traitement_A;Il va être tout droit, il va être bien coupé.;original;0.0;
210_swap;Entretien 01 24.10.03 01_traitement_A;Il être va tout droit, il bien va être. coupé;swap;0.0;
210_translation;Entretien 01 24.10.03 01_traitement_A;Il sera tout droit, il sera bien coupé.;translation;0.0;
211_contextual;Entretien 01 24.10.03 01_traitement_A;l'est un résultat subjectif.;contextual;0.0;
211_original;Entretien 01 24.10.03 01_traitement_A;C'est un peu ça.;original;0.0;
211_swap;Entretien 01 24.10.03 01_traitement_A;' c est un peu ça.;swap;0.0;
211_translation;Entretien 01 24.10.03 01_traitement_A;Oui, c'est ça.;translation;0.0;
212_contextual;Entretien 01 24.10.03 01_traitement_A;Si jamais as d'autres disponibilités, t' oublie aucune.;contextual;0.0;
212_original;Entretien 01 24.10.03 01_traitement_A;Si tu as d'autres questions, n'hésite pas.;original;0.0;
212_swap;Entretien 01 24.10.03 01_traitement_A;Si tu as ' autres d, questions ' n hésite pas.;swap;0.0;
212_translation;Entretien 01 24.10.03 01_traitement_A;Si tu as encore des questions, n'hésite pas.;translation;0.0;
213_contextual;Entretien 01 24.10.03 02_traitement_A;Suis, Nicolas suis ingénieur artisan.;contextual;0.0;
213_original;Entretien 01 24.10.03 02_traitement_A;Moi, je suis professionnel artisan.;original;0.0;
213_swap;Entretien 01 24.10.03 02_traitement_A;Moi, suis je. professionnel artisan;swap;0.0;
213_translation;Entretien 01 24.10.03 02_traitement_A;Je suis un artisan professionnel.;translation;0.0;
214_contextual;Entretien 01 24.10.03 02_traitement_A;... puis, du coup, longue forme en mi-temps.;contextual;0.0;
214_original;Entretien 01 24.10.03 02_traitement_A;Et là, du coup, je forme à mi-temps.;original;0.0;
214_swap;Entretien 01 24.10.03 02_traitement_A;Et, là coup du, forme je à - mi temps.;swap;0.0;
214_translation;Entretien 01 24.10.03 02_traitement_A;Et maintenant, je suis en forme pour la moitié de la journée.;translation;0.0;
215_contextual;Entretien 01 24.10.03 02_traitement_A;Garantie 9 ans.;contextual;0.0;
215_original;Entretien 01 24.10.03 02_traitement_A;Depuis 3 ans.;original;0.0;
215_swap;Entretien 01 24.10.03 02_traitement_A;3 ans depuis.;swap;0.0;
215_translation;Entretien 01 24.10.03 02_traitement_A;Depuis trois ans.;translation;0.0;
216_contextual;Entretien 01 24.10.03 02_traitement_A;I voudrais partie en apprentissage il après a 5 ans.;contextual;0.0;
216_original;Entretien 01 24.10.03 02_traitement_A;Je suis rentré en apprentissage il y a 5 ans.;original;0.0;
216_swap;Entretien 01 24.10.03 02_traitement_A;Je suis rentré il en apprentissage a y ans 5.;swap;0.0;
216_translation;Entretien 01 24.10.03 02_traitement_A;J'ai repris mes études il y a cinq ans.;translation;0.0;
217_contextual;Entretien 01 24.10.03 02_traitement_A;Perso j'estime que quandon commence à apprendre des mains dans notre métier, même en qualité j'apprenti, comme apprend dedans, on commence en être professionnel.;contextual;0.0;
217_original;Entretien 01 24.10.03 02_traitement_A;Et j'estime que quand on commence à mettre les mains dans le métier, même en tant qu'apprenti, on est dedans, on commence à être professionnel.;original;0.0;
217_swap;Entretien 01 24.10.03 02_traitement_A;J et ' estime que quand à on commence mettre les mains dans le, métier même tant en qu ', apprenti on est dedans on commence, à être professionnel.;swap;0.0;
217_translation;Entretien 01 24.10.03 02_traitement_A;Et je pense que quand vous commencez à vous mettre les mains dans le métier, même en tant qu'apprenti, vous commencez à être professionnel.;translation;0.0;
218_contextual;Entretien 01 24.10.03 02_traitement_A;Enfin, on ne croit pas notre travail un laboratoire, mais on est collaboratif, chacun bosse sur la matière.;contextual;0.0;
218_original;Entretien 01 24.10.03 02_traitement_A;Enfin, on ne sort pas du travail de pro, mais on est dedans, on bosse avec la matière.;original;0.0;
218_swap;Entretien 01 24.10.03 02_traitement_A;Enfin, ne on pas sort du pro travail de, on mais est dedans on, bosse avec matière la.;swap;0.0;
218_translation;Entretien 01 24.10.03 02_traitement_A;Je veux dire, on ne sort pas du travail professionnel, mais on est dedans, on travaille sur la matière.;translation;0.0;
219_contextual;Entretien 01 24.10.03 02_traitement_A;Voilà au même titre que 60 anciens qui sont retraités depuis aussi t'années que nous.;contextual;0.0;
219_original;Entretien 01 24.10.03 02_traitement_A;Et au même titre que les collègues qui sont dedans depuis plus d'années que nous.;original;0.0;
219_swap;Entretien 01 24.10.03 02_traitement_A;Et même au titre que les qui collègues sont dedans depuis d ' plus nous années que.;swap;0.0;
219_translation;Entretien 01 24.10.03 02_traitement_A;Et tout comme mes collègues qui y sont depuis plusieurs années.;translation;0.0;
21_contextual;Entretien 01 24.10.03 01_traitement_A;Il y aura les planeuses, le monteeurs, les réistes supatrices.;contextual;0.0;
21_original;Entretien 01 24.10.03 01_traitement_A;Il y avait les coupeuses, les monteuses, les réstoratrices.;original;0.0;
21_swap;Entretien 01 24.10.03 01_traitement_A;Il y avait coupeuses les, monteuses les, les réstoratrices.;swap;0.0;
21_translation;Entretien 01 24.10.03 01_traitement_A;Il y avait les tailleurs, les alpinistes, les restaurateurs.;translation;0.0;
220_contextual;Entretien 01 24.10.03 02_traitement_A;Mais j'estime vraiment lorsqu' une vit avec le quotidien, tout est vite dedans.;contextual;0.0;
220_original;Entretien 01 24.10.03 02_traitement_A;Mais j'estime que lorsqu'on rentre dans le métier, on est vite dedans.;original;0.0;
220_swap;Entretien 01 24.10.03 02_traitement_A;J mais ' estime lorsqu que on ' rentre dans le métier, on vite est dedans.;swap;0.0;
220_translation;Entretien 01 24.10.03 02_traitement_A;Mais je crois que quand on revient au travail, on est rapide à l'intérieur.;translation;0.0;
221_contextual;Entretien 01 24.10.03 02_traitement_A;En tout respect, moi, ça fait 8 ans que je vis dans un secteurAFAil et elle compte mettre 2 années d'apprentissage !.;contextual;0.0;
221_original;Entretien 01 24.10.03 02_traitement_A;En tout cas, moi, ça fait 5 ans que je suis dans le vitrail et je compte mes 2 années d'apprentissage dedans.;original;0.0;
221_swap;Entretien 01 24.10.03 02_traitement_A;En cas tout, moi, ça fait ans 5 que je suis dans le vitrail je et compte d mes années 2 dedans ' apprentissage.;swap;0.0;
221_translation;Entretien 01 24.10.03 02_traitement_A;Quoi qu'il en soit, je suis à la fenêtre depuis cinq ans et j'y compte mes deux années de formation.;translation;0.0;
222_contextual;Entretien 01 24.10.03 02_traitement_A;Belle journée de travail, visiter le vitra magnifique, c' magnifique se voyage où ils ya a plein d'étapes !.;contextual;;
222_original;Entretien 01 24.10.03 02_traitement_A;Une journée de travail, dans le vitrail, c'est un métier où il y a plein d'étapes différentes.;original;;
222_swap;Entretien 01 24.10.03 02_traitement_A;Une journée, de travail le dans vitrail, c ' un est où métier il y plein a d étapes '. différentes;swap;;
222_translation;Entretien 01 24.10.03 02_traitement_A;Une journée de travail dans la fenêtre est une profession où il y a beaucoup de différentes étapes.;translation;;
223_contextual;Entretien 01 24.10.03 02_traitement_A;Mais, les intentions demeurent rarement les mêmes.;contextual;0.0;
223_original;Entretien 01 24.10.03 02_traitement_A;Donc, les journées sont rarement les mêmes.;original;0.0;
223_swap;Entretien 01 24.10.03 02_traitement_A;Donc les, journées rarement sont mêmes les.;swap;0.0;
223_translation;Entretien 01 24.10.03 02_traitement_A;Les jours sont donc rarement les mêmes.;translation;0.0;
224_contextual;Entretien 01 24.10.03 02_traitement_A;Surtout quand on bosse sur une même étape près des ans.;contextual;0.0;
224_original;Entretien 01 24.10.03 02_traitement_A;Sauf quand on bosse sur la même étape pendant des semaines.;original;0.0;
224_swap;Entretien 01 24.10.03 02_traitement_A;Quand sauf sur on bosse la même pendant étape des semaines.;swap;0.0;
224_translation;Entretien 01 24.10.03 02_traitement_A;Sauf si on travaille au même niveau pendant des semaines.;translation;0.0;
226_contextual;Entretien 01 24.10.03 02_traitement_A;Est-ce tu te possèdes des attentes un maximum quant concernant cette question ?;contextual;1.0;
226_original;Entretien 01 24.10.03 02_traitement_A;Est-ce que tu as des attentes un peu quant à cette question ?;original;1.0;
226_swap;Entretien 01 24.10.03 02_traitement_A;Est - que ce tu as des peu attentes un à quant question cette?;swap;1.0;
226_translation;Entretien 01 24.10.03 02_traitement_A;Avez - vous des attentes à ce sujet?;translation;1.0;
227_contextual;Entretien 01 24.10.03 02_traitement_A;28.;contextual;0.0;
227_original;Entretien 01 24.10.03 02_traitement_A;Ok.;original;0.0;
227_swap;Entretien 01 24.10.03 02_traitement_A;. ok;swap;0.0;
227_translation;Entretien 01 24.10.03 02_traitement_A;D'accord.;translation;0.0;
228_contextual;Entretien 01 24.10.03 02_traitement_A;Parce ke...;contextual;3.0;
228_original;Entretien 01 24.10.03 02_traitement_A;Parce que...;original;3.0;
228_swap;Entretien 01 24.10.03 02_traitement_A;Parce que. ..;swap;3.0;
228_translation;Entretien 01 24.10.03 02_traitement_A;Parce que...;translation;3.0;
229_contextual;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance a êtreiva voyager, à partir dans les aventures qui...;contextual;3.0;
229_original;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance à divaguer, à partir dans des trucs qui...;original;3.0;
229_swap;Entretien 01 24.10.03 02_traitement_A;Je peux tendance avoir à, divaguer à dans partir trucs qui des. ..;swap;3.0;
229_translation;Entretien 01 24.10.03 02_traitement_A;Je peux avoir tendance à aller dans des choses qui...;translation;3.0;
22_contextual;Entretien 01 24.10.03 01_traitement_A;C' été effectivement s compliqué aux niveaux travail, on p'avait pas de tout.;contextual;0.0;
22_original;Entretien 01 24.10.03 01_traitement_A;C'était très scindé comme travail, on n'avait pas de tout.;original;0.0;
22_swap;Entretien 01 24.10.03 01_traitement_A;C ' très était scindé comme travail, on ' n avait de pas tout.;swap;0.0;
22_translation;Entretien 01 24.10.03 01_traitement_A;Il était très fragmenté comme travail, nous n'avions pas tout.;translation;0.0;
231_contextual;Entretien 01 24.10.03 02_traitement_A;Habituellement je disais, il de'y donc pas vraiment de sexualité normale.;contextual;0.0;
231_original;Entretien 01 24.10.03 02_traitement_A;Comme je disais, il n'y a pas vraiment de journée type.;original;0.0;
231_swap;Entretien 01 24.10.03 02_traitement_A;Comme disais, je n il ' a y pas vraiment journée de type.;swap;0.0;
231_translation;Entretien 01 24.10.03 02_traitement_A;Comme je l'ai dit, il n'y a pas de journée normale.;translation;0.0;
232_contextual;Entretien 01 24.10.03 02_traitement_A;Sinon, il peut a quand même une routine an 1 sens où ça retourne à 1'atelier, on les'habille = on se met au lit.;contextual;0.0;
232_original;Entretien 01 24.10.03 02_traitement_A;Après, il y a quand même une routine dans le sens où on va à l'atelier, on s'habille et on se met au boulot.;original;0.0;
232_swap;Entretien 01 24.10.03 02_traitement_A;, après y il a même une quand routine le dans sens où on va à ' l atelier on, ' s habille et on au se met boulot.;swap;0.0;
232_translation;Entretien 01 24.10.03 02_traitement_A;Alors il y a toujours une routine dans le sens où nous allons à l'atelier, nous habillons et allons au travail.;translation;0.0;
233_contextual;Entretien 01 24.10.03 02_traitement_A;«...;contextual;3.0;
233_original;Entretien 01 24.10.03 02_traitement_A;Mais...;original;3.0;
233_swap;Entretien 01 24.10.03 02_traitement_A;. mais..;swap;3.0;
