filename;text;word_count;note_bert_intimité;note_bert_fertilité du language;note_bert_fluidité;note_bert_émotions;note_bert_imaginaire;note_bert_ expert;note_bert_Vulnerable;note_bert_difficulté verbalisation;cluster;residual
Entretien 01 25.01.08_traitement_A;On retape, on refrappe avec la broche sur le tuyau pour tenir ou venir pincer les deux tuyaux entre eux et après on peut venir braser autour.;27;2.75;3.55;2.61;0.55;1.42;5.07;1.12;1.22;0.0;-0.37169999999999837
Entretien 01 25.01.08_traitement_A;Et le cuivre ça se brase et ça ne se soude pas.;12;3.86;2.23;1.59;0.73;1.0;3.83;1.95;1.9;0.0;0.27479999999999505
Entretien 01 25.01.08_traitement_A;La soudure ça sera sur de l'acier et la brasure c'est typique au cuivre.;14;1.34;0.68;0.26;0.78;0.61;5.29;0.9;1.14;0.0;-1.3429999999999989
Entretien 01 25.01.08_traitement_A;Et après pour l’étain, je ne pourrais pas dire le terme précis mais ça reste du petit brasage.;18;3.44;0.88;0.63;0.85;1.35;3.94;1.3;0.96;0.0;0.46290000000000253
Entretien 01 25.01.08_traitement_A;L'acier ça se soude, le cuivre ça se brase.;9;2.04;1.79;1.14;0.59;0.74;3.27;1.33;1.44;0.0;-0.2146999999999979
Entretien 01 25.01.08_traitement_A;Une chute c'est juste un gabarit qui va nous servir pour le bon diamètre.;14;4.04;1.57;0.83;0.85;1.25;4.28;1.44;1.47;2.0;0.3576999999999968
Entretien 01 25.01.08_traitement_A;Si après on fait trop grand, si on va venir faire un diamètre trop grand ça va être plus compliqué pour revenir.;22;3.54;2.66;1.71;4.04;1.88;2.9;5.44;3.87;3.0;-0.6143000000000054
Entretien 01 25.01.08_traitement_A;Le but c'est de grossir en diamètre mais au plus juste possible.;12;3.02;1.52;1.65;0.83;1.57;4.3;1.88;2.03;0.0;-0.03590000000000204
Entretien 01 25.01.08_traitement_A;A l'oeil on peut se rendre compte, si on veut du 14 pour de l'alimentation de WC ça sera un petit tuyau donc on n'a pas besoin de faire un gros piquage.;32;4.4;3.72;1.5;2.2;1.24;5.54;1.61;1.2;1.0;-0.23039999999999594
Entretien 01 25.01.08_traitement_A;Mais admettons qu'on fait un piquage pour du 22, là tout de suite c'est pas le même type de diamètre, on sait qu'on va pouvoir chauffer légèrement plus pour mieux travailler rapidement.;32;4.02;3.36;2.43;1.65;1.66;5.74;1.43;1.5;3.0;-0.17629999999999768
Entretien 01 25.01.08_traitement_A;On peut reprendre, c'est du cuivre, c'est pas comme de la ferraille qui est beaucoup plus compliqué à travailler en termes de chauffe.;23;1.16;1.79;1.08;0.81;0.8;5.61;1.81;2.04;0.0;-0.6368999999999982
Entretien 01 25.01.08_traitement_A;Après le but c'est qu'on n'arrête pas un piquage quand on l'a commencé, on le termine que ce soit sur de l'acier, que ce soit sur du cuivre.;28;4.99;2.26;1.98;1.08;1.15;4.92;1.2;1.2;2.0;0.3793999999999951
Entretien 01 25.01.08_traitement_A;Quand on commence on le termine pour la chauffe, on s'arrête pas en plein milieu du boulot comme ça pour rien.;21;4.12;1.57;1.24;1.22;1.01;4.1;0.94;1.06;4.0;0.2715999999999963
Entretien 01 25.01.08_traitement_A;Je dirais que c'est un moment sans pression.;8;4.31;2.52;2.49;1.06;3.69;3.87;3.55;2.66;2.0;0.0749000000000013
Entretien 01 25.01.08_traitement_A;Je ne dirais pas que j'en profite pour me vider la tête, ou que c'est un moment où j'ai moins d'attention, parce qu'il faut quand même rester attentif au travail, mais on fait son petit boulot et ça se passe.;40;5.78;5.34;3.63;5.31;1.68;6.58;3.47;0.96;1.0;-0.646300000000001
Entretien 01 25.01.08_traitement_A;Non.;1;3.17;0.9;1.12;1.04;1.06;0.0;1.39;1.2;4.0;8.881784197001252e-16
Entretien 01 25.01.08_traitement_A;Il ne faudrait pas venir trop chauffer pour ne pas percer, soit avec le chalumeau dessous, ou à venir craquer le cuivre.;22;2.38;2.62;2.19;0.88;0.72;5.86;1.71;2.81;0.0;-0.3640999999999974
Entretien 01 25.01.08_traitement_A;Oui, il n'y a rien de compliqué.;7;1.99;0.96;1.48;1.6;1.07;0.48;9.55;7.18;3.0;-0.8288999999999993
Entretien 01 25.01.08_traitement_A;C'est juste faire son petit piquage.;6;4.43;2.04;1.25;1.48;1.53;4.96;1.84;3.07;3.0;0.1878000000000002
Entretien 01 25.01.08_traitement_A;Je garde un minimum d'attention sur ce que je fais, en termes de concentration, mais à la suite du projet de la pièce, parce que le travail ne s'arrêtera pas là, donc à la suite des événements...;37;4.03;0.61;1.21;3.33;1.8;2.03;1.57;2.12;3.0;-0.2223999999999915
Entretien 01 25.01.08_traitement_A;Voilà, plus ça, oui.;4;2.22;1.03;0.85;0.76;1.08;0.77;1.0;1.03;0.0;-0.9688000000000017
Entretien 01 25.01.08_traitement_A;Comment après, une fois que j'aurai fait ça, l'étape suivante, pour garder le facteur gain de temps.;17;4.79;2.09;2.22;3.03;1.97;2.9;3.28;0.89;1.0;-0.17830000000000545
Entretien 01 25.01.08_traitement_A;Travailler, mais qu'après, enchaîner.;4;4.41;1.1;1.43;2.3;1.29;1.03;3.68;2.35;3.0;-0.09200000000000674
Entretien 01 25.01.08_traitement_A;Et ne pas se dire, j'ai fait ça, et c'est fini.;11;5.56;0.99;0.79;4.09;1.18;0.96;1.01;1.23;1.0;0.3177999999999992
Entretien 01 25.01.08_traitement_A;Oui, toujours.;2;5.08;1.07;1.04;1.07;0.87;0.61;1.67;1.2;2.0;0.19830000000000503
Entretien 01 25.01.08_traitement_A;Plein de choses.;3;3.06;0.93;0.9;1.33;0.83;0.53;1.73;0.94;4.0;-0.22580000000000133
Entretien 01 25.01.08_traitement_A;Ça pétille dans sa vie.;5;2.71;1.17;1.44;2.67;1.47;1.25;1.66;1.23;3.0;-0.7328999999999986
Entretien 01 25.01.08_traitement_A;Pour lui, ça sera plein d'étapes différentes, parce qu'il va être chauffé puis refroidi.;14;3.68;1.01;1.15;1.67;1.26;3.2;1.33;1.11;3.0;-0.1339000000000019
Entretien 01 25.01.08_traitement_A;Et il sera grossi en diamètre.;6;3.33;0.88;1.0;1.43;1.43;1.95;1.33;1.4;4.0;-0.2936999999999994
Entretien 01 25.01.08_traitement_A;On étire le matériau, donc il perd en épaisseur.;9;2.46;1.09;0.88;1.28;1.2;1.42;1.3;0.79;4.0;-0.2773000000000003
Entretien 01 25.01.08_traitement_A;Au niveau matériau, beaucoup de choses opèrent.;7;2.86;1.01;0.83;2.37;1.11;1.88;1.88;1.05;3.0;-0.5317000000000056
Entretien 01 25.01.08_traitement_A;Beaucoup de choses opèrent.;4;2.37;0.66;0.72;1.43;0.78;1.13;1.59;1.21;4.0;-0.29200000000000204
Entretien 01 25.01.08_traitement_A;Parce qu'il va chauffer, il risque de fondre.;8;4.83;2.37;3.0;0.73;1.21;2.1;2.81;1.11;0.0;0.9985000000000013
Entretien 01 25.01.08_traitement_A;Il peut avoir peur de mourir.;6;3.88;1.66;1.88;1.61;1.05;1.54;3.62;1.68;3.0;-0.25049999999999795
Entretien 01 25.01.08_traitement_A;S'il devient une goutte de cuivre, ce ne sera plus un tuyau.;12;1.77;1.55;0.72;0.88;0.85;4.58;1.16;1.42;4.0;-0.6335000000000024
Entretien 01 25.01.08_traitement_A;Ça deviendra une goutte de cuivre.;6;1.0;1.55;0.83;0.54;0.87;3.48;0.96;1.2;0.0;-0.48120000000000007
Entretien 01 25.01.08_traitement_A;Il va se dilater, car le cuivre en chauffant se dilate.;11;1.58;1.93;1.6;0.68;1.03;2.93;1.55;1.79;0.0;-0.4702000000000024
Entretien 01 25.01.08_traitement_A;Derrière, il va refroidir, donc il va se rétracter.;9;3.22;1.36;1.68;1.19;1.31;1.63;3.47;0.99;4.0;-0.3123000000000049
Entretien 01 25.01.08_traitement_A;Tout ça, ça anime.;4;2.75;1.04;0.71;0.94;0.94;0.78;0.96;0.9;4.0;-0.4085999999999994
Entretien 01 25.01.08_traitement_A;Un tuyau, quand on le soude ou qu'on le brase...;10;3.75;1.48;1.73;0.92;1.67;1.41;1.82;2.33;4.0;0.10310000000000041
Entretien 01 25.01.08_traitement_A;Qu'est-ce qu'il dirait mon maître de stage ?;8;4.31;1.04;0.89;3.79;0.95;1.45;3.22;1.94;3.0;-0.21390000000000153
Entretien 01 25.01.08_traitement_A;On le voit bouger, il bouge.;6;4.56;1.04;0.86;0.69;0.74;1.82;1.14;0.66;0.0;0.9947999999999992
Entretien 01 25.01.08_traitement_A;C'est un peu comme s'il avait vie...;7;5.06;1.14;1.45;3.97;3.22;0.51;1.83;2.62;3.0;0.19449999999999878
Entretien 01 25.01.08_traitement_A;En le chauffant, on peut travailler, rectifier des courbes...;9;0.0;0.93;1.15;0.68;1.13;3.07;1.35;2.53;0.0;-0.7084
Entretien 01 25.01.08_traitement_A;En chauffant et en refroidissant.;5;0.71;0.64;0.82;0.73;0.6;3.55;1.21;1.23;0.0;-0.7618999999999998
Entretien 01 25.01.08_traitement_A;Il a une forme de vie.;6;3.77;2.44;1.78;1.24;1.89;2.17;2.09;0.55;2.0;-0.16189999999999616
Entretien 01 25.01.08_traitement_A;Une barre de cuivre, c'est une barre de cuivre.;9;0.88;1.42;0.76;0.53;0.61;3.24;1.16;0.91;0.0;-0.06149999999999933
Entretien 01 25.01.08_traitement_A;Après, avec les étapes de fabrication et de chauffe qu'on peut faire...;12;1.17;0.8;1.32;1.43;1.43;1.37;0.95;2.03;4.0;-0.8045999999999973
Entretien 01 25.01.08_traitement_A;Il ne raconte pas la même histoire.;7;4.02;0.68;0.59;0.87;0.91;1.1;1.37;0.93;4.0;0.14570000000000194
Entretien 01 25.01.08_traitement_A;D'un travail bien accompli.;4;2.37;0.79;0.71;0.92;0.56;1.3;4.85;1.7;4.0;-0.5553000000000008
Entretien 01 25.01.08_traitement_A;On aurait un tuyau de cuivre poli, brasé correctement...;9;2.22;1.42;1.09;0.98;1.23;2.7;2.09;2.43;4.0;-0.6628000000000012
Entretien 01 25.01.08_traitement_A;Sans gouttes qui débordent, bien droit, brillant...;7;2.59;1.02;1.31;1.27;1.6;1.18;2.03;2.4;4.0;-0.9031999999999991
Entretien 01 25.01.08_traitement_A;Et à côté, quelqu'un qui n'aurait pas mis le cœur à l'ouvrage...;12;5.2;0.88;1.37;2.57;2.01;1.56;1.63;2.29;1.0;0.28750000000000675
Entretien 01 25.01.08_traitement_A;Et qui aurait un tuyau brûlé, qui serait allé au-delà du rouge cerise.;13;3.68;1.65;0.83;1.17;1.42;4.0;1.89;1.08;4.0;0.01259999999999728
Entretien 01 25.01.08_traitement_A;On le verrait, il serait noirci...;6;3.58;0.99;1.58;2.54;1.59;0.95;2.23;2.93;3.0;-0.4450999999999974
Entretien 01 25.01.08_traitement_A;Avec des gouttes de brasage qui coulent...;7;1.21;1.24;1.08;1.1;1.45;1.64;1.46;2.35;4.0;-0.7730000000000001
Entretien 01 25.01.08_traitement_A;Que ce soit à l'œil du professionnel ou pour le client...;11;2.88;0.72;0.96;1.19;0.93;1.79;1.13;2.4;4.0;-0.0016999999999978144
Entretien 01 25.01.08_traitement_A;Ce n'est pas le même regard d'aperçu.;7;4.69;0.79;0.68;1.39;0.84;2.46;4.48;2.3;3.0;0.2867000000000015
Entretien 01 25.01.08_traitement_A;C'est comme si on allait chercher une baguette, mais plate et toute dure.;13;2.82;3.21;2.55;1.1;1.08;6.21;1.39;1.73;4.0;-0.2802999999999982
Entretien 01 25.01.08_traitement_A;On n'aurait pas envie de manger du pain.;8;3.15;1.11;1.23;1.09;0.61;4.62;2.59;1.16;4.0;-0.183399999999998
Entretien 01 25.01.08_traitement_A;C'est un peu la même ratio.;6;2.85;0.66;0.64;0.71;1.43;2.12;2.36;1.16;0.0;-0.2949000000000015
Entretien 01 25.01.08_traitement_A;Que je le résume dans quel sens ?;8;4.42;1.46;1.9;2.3;2.04;1.48;3.8;2.6;3.0;-0.08050000000000246
Entretien 01 25.01.08_traitement_A;De la modification.;3;3.1;0.75;0.69;0.88;0.83;0.73;1.28;1.06;4.0;-0.22500000000000098
Entretien 01 25.01.08_traitement_A;En espérant que je n'ai pas fait trop de chutes.;10;4.48;0.94;1.17;1.28;1.24;2.36;3.21;1.35;4.0;0.14609999999999967
Entretien 01 25.01.08_traitement_A;Et...;1;3.21;0.98;1.6;2.14;2.24;0.0;1.51;2.26;3.0;-0.01469999999999727
Entretien 01 25.01.08_traitement_A;Question difficile.;2;2.96;0.42;0.69;1.02;0.44;0.62;3.32;1.23;4.0;-0.8234000000000017
Entretien 01 25.01.08_traitement_A;Il aura fait son chemin jusqu'à l'étape finale où il a sa place.;13;3.92;1.46;1.22;0.86;2.01;2.32;1.26;0.88;2.0;0.16410000000000258
Entretien 01 25.01.08_traitement_A;Que ce soit près d'un robinet, d'une alimentation...;8;2.5;1.11;1.0;1.24;1.58;2.29;1.92;2.42;4.0;-0.4974000000000003
Entretien 01 25.01.08_traitement_A;Ou pour aller un peu plus loin, alimenter un radiateur et un point d'eau.;14;2.09;1.74;2.14;0.7;2.2;4.69;2.52;1.39;0.0;-0.6797000000000009
Entretien 01 25.01.08_traitement_A;Le matériau, on le ressent.;5;2.79;1.04;0.69;1.55;0.91;0.6;1.52;0.92;3.0;-1.002299999999999
Entretien 01 25.01.08_traitement_A;Au doigt.;2;3.6;0.88;0.97;0.84;0.61;0.53;1.73;1.36;0.0;0.4699
Entretien 01 25.01.08_traitement_A;Quand on travaille que ce soit pour d'autres corps de métier.;11;2.76;0.82;1.09;1.39;0.78;2.15;1.25;1.07;4.0;-0.28939999999999744
Entretien 01 25.01.08_traitement_A;On s'en met sur les doigts.;6;3.49;1.23;1.91;0.85;1.05;3.95;1.53;1.8;0.0;0.39629999999999743
Entretien 01 25.01.08_traitement_A;Ça a une odeur.;4;3.41;1.52;1.6;1.27;1.15;1.52;1.97;1.07;4.0;-0.11970000000000347
Entretien 01 25.01.08_traitement_A;Le cuivre...;2;1.29;1.29;1.17;1.36;0.83;1.6;1.15;2.13;4.0;-2.1861999999999995
Entretien 01 25.01.08_traitement_A;C'est un matériau noble, mais froid.;6;3.33;1.26;0.66;2.06;0.95;1.57;1.96;0.53;3.0;-0.2840999999999987
Entretien 01 25.01.08_traitement_A;Mais quand on le travaille, quand on le chauffe.;9;5.11;2.12;2.68;1.95;0.81;2.21;1.17;1.06;1.0;0.23319999999999297
Entretien 01 25.01.08_traitement_A;Il prend de la température, il devient plus chaud.;9;4.27;1.68;1.58;1.28;1.53;2.71;1.63;1.11;2.0;0.056900000000001505
Entretien 01 25.01.08_traitement_A;Une barre de cuivre, c'est une barre de cuivre.;9;0.88;1.42;0.76;0.53;0.61;3.24;1.16;0.91;0.0;-0.06149999999999933
Entretien 01 25.01.08_traitement_A;Après, tout dépend de ce qu'on en fait.;8;5.3;0.71;1.08;1.98;1.59;0.49;2.0;0.98;3.0;0.31759999999999433
Entretien 01 25.01.08_traitement_A;Je terminerai sur ça.;4;3.73;0.71;0.5;0.81;0.84;1.27;1.14;1.26;0.0;0.8353999999999995
Entretien 01 25.01.14 02ab_traitement_A;Alors, je suis à BIP depuis 1998, et j'ai installé en tant que BIP depuis 2007.;16;5.47;0.68;0.94;0.94;0.7;4.2;0.83;0.82;2.0;0.7899999999999912
Entretien 01 25.01.14 02ab_traitement_A;Depuis 1998.;2;5.1;1.13;1.02;0.91;0.94;0.97;0.94;0.78;2.0;0.47709999999999564
Entretien 01 25.01.14 02ab_traitement_A;Donc j'ai commencé le statut de salarié, j'étais apprenti de BIP, donc uniquement dans la fabrication de vanerie, et puis après m'est venue la fibre de culture.;27;4.45;1.08;0.82;4.44;0.96;3.66;1.05;0.9;1.0;-0.06539999999999324
Entretien 01 25.01.14 02ab_traitement_A;Donc ça paraissait une suite en soi, enfin un aboutissement de faire sa matière première et de travailler quoi.;19;4.31;2.12;1.93;2.99;0.78;4.34;0.99;1.56;1.0;-0.17410000000000192
Entretien 01 25.01.14 02ab_traitement_A;Il n'y en a pas vraiment.;6;4.36;1.15;0.98;0.93;1.18;1.32;1.26;0.6;4.0;0.5217999999999998
Entretien 01 25.01.14 02ab_traitement_A;Disons qu'en plus je suis un peu dans la génération où on a fait beaucoup de surmesures, beaucoup d'adaptations dans plein de domaines différents.;24;4.74;0.56;1.45;1.46;1.46;5.54;1.09;1.01;3.0;0.22619999999999685
Entretien 01 25.01.14 02ab_traitement_A;Là il se trouve qu'aujourd'hui on a un marché qui est plus porté sur le luxe, avec une création de pièces plus une répétition derrière.;25;3.71;0.66;0.74;1.38;1.03;5.03;0.75;0.91;4.0;0.06820000000000315
Entretien 01 25.01.14 02ab_traitement_A;Donc autant ça nous pousse techniquement, autant ça standardise le travail à la répétition.;14;3.48;0.78;0.71;0.93;0.68;4.55;1.45;1.19;4.0;0.7108999999999996
Entretien 01 25.01.14 02ab_traitement_A;Et moins à la polyvalence.;5;2.99;0.52;0.58;0.29;0.98;2.0;0.98;0.66;0.0;0.48179999999999845
Entretien 01 25.01.14 02ab_traitement_A;Donc moi typiquement j'étais beaucoup, là je suis au bureau actuellement depuis quelques mois, mais sinon en atelier j'étais typiquement dans la découverte même le matin de ce que je devais faire sur des protos, que ça soit en génie végétal, en réalisation extérieure, sur structure métallique ou sur des commandes de luminaires, sur des commandes de tout type d'objets.;60;4.8;0.67;0.73;1.74;0.99;5.42;0.85;0.86;3.0;0.25469999999999615
Entretien 01 25.01.14 02ab_traitement_A;Voilà, typiquement on arrive à 8h à peu près.;9;2.58;0.69;0.49;0.64;0.8;1.32;1.14;0.96;0.0;0.5728000000000004
Entretien 01 25.01.14 02ab_traitement_A;On a généralement quand même un peu de travail à la semaine, mais quand on est en polyvalence, on a changé de pièce régulièrement, c'est tout le temps à redécouvrir tous les matins ce qu'on a à faire.;38;4.91;0.84;0.88;1.13;0.7;3.28;0.98;0.9;4.0;0.5479999999999947
Entretien 01 25.01.14 02ab_traitement_A;C'est une organisation un petit peu, même si c'est au jour le jour dans ce cas-là, on a quand même toute une gamme d'osiers trempés par exemple, prêts à l'emploi, stockés dans une pièce qui maintient humide, et puis on refournit le stock pour les jours à venir.;48;3.89;0.65;0.6;0.63;0.87;3.66;1.06;0.79;0.0;1.657000000000001
Entretien 01 25.01.14 02ab_traitement_A;Donc déjà c'est sûr que c'est la base d'avoir sa matière bien trempée, prête à l'emploi et la bonne quantité, et de prévoir les jours à venir quand même, même si on ne sait pas forcément ce qu'on va faire.;40;5.09;1.01;1.48;2.47;1.09;4.58;0.95;2.85;1.0;0.33680000000000465
Entretien 01 25.01.14 02ab_traitement_A;Voilà, c'est ça.;3;5.1;1.11;0.54;0.77;0.87;0.47;0.59;1.05;4.0;0.5411999999999937
Entretien 01 25.01.14 02ab_traitement_A;Et bien suivant la réalisation, ça va être organisé, les fonds par exemple d'une série de caisses ou d'une série d'objets, on commence souvent par le fond, et puis ensuite on s'organise sur une journée, deux jours, trois jours, à monter tous les articles.;44;3.58;0.71;0.9;0.97;1.14;3.69;1.0;0.87;4.0;0.23149999999999915
Entretien 01 25.01.14 02ab_traitement_A;Et si on a une série, il faut qu'ils soient similaires.;11;3.6;0.71;1.5;0.84;1.76;2.44;1.43;0.74;0.0;0.18109999999999804
Entretien 01 25.01.14 02ab_traitement_A;Alors moi, c'est vrai que moi il y a, c'est quelque chose que je reparle souvent aux jeunes apprenants.;19;5.89;0.77;1.4;1.79;0.88;6.19;1.09;1.11;1.0;0.6285000000000052
Entretien 01 25.01.14 02ab_traitement_A;C'est le cordon sur un panier.;6;2.7;0.65;0.5;0.8;0.69;3.15;1.41;0.55;0.0;0.1557000000000035
Entretien 01 25.01.14 02ab_traitement_A;C'est un point de travail qui est sur la base du panier.;12;3.32;0.51;0.51;0.85;0.81;3.5;5.0;0.79;0.0;0.36140000000000105
Entretien 01 25.01.14 02ab_traitement_A;C'est-à-dire que quand on a réalisé le fond, on pique des montants de ce qui va être la trame verticale du panier, et on réalise un cordon de base qui fixe les montants au fond.;35;4.44;1.46;1.11;1.0;1.35;5.38;2.03;1.11;4.0;0.24470000000000258
Entretien 01 25.01.14 02ab_traitement_A;Et en fait, c'est un point de travail qui est souvent difficile.;12;4.27;0.44;1.21;1.5;0.78;4.27;6.27;0.82;3.0;-0.27649999999999686
Entretien 01 25.01.14 02ab_traitement_A;Il faut plier le brin, on lui demande beaucoup.;9;4.89;1.55;1.96;2.18;0.63;4.46;3.18;2.01;3.0;0.228800000000005
Entretien 01 25.01.14 02ab_traitement_A;Et j'avoue que ce point de travail-là m'a posé beaucoup de problèmes dès mes débuts.;15;3.95;0.91;1.68;4.38;1.29;3.94;4.88;1.06;3.0;-0.6631999999999945
Entretien 01 25.01.14 02ab_traitement_A;Et je me suis appliqué jusqu'à temps de l'aimer, le point de travail, et de le peaufiner.;17;4.58;6.69;5.9;4.9;1.18;7.74;6.26;1.19;1.0;-0.9532999999999978
Entretien 01 25.01.14 02ab_traitement_A;Et en fait, c'est devenu mon petit point de travail préféré, même si on ne l'a fait pas toujours.;19;4.68;0.52;0.95;9.36;0.85;5.36;1.0;0.81;1.0;-0.0682000000000027
Entretien 01 25.01.14 02ab_traitement_A;C'est vraiment de la gestuelle.;5;3.93;0.87;0.77;0.94;0.98;4.36;1.24;0.92;4.0;0.491899999999998
Entretien 01 25.01.14 02ab_traitement_A;Il n'y a pas vraiment d'outils.;6;3.2;1.13;0.62;0.7;0.97;1.36;1.24;0.67;0.0;0.12889999999999935
Entretien 01 25.01.14 02ab_traitement_A;Pour expliquer, on a un fond rond.;7;5.44;1.54;1.23;0.77;0.83;4.36;2.52;1.09;0.0;1.242700000000001
Entretien 01 25.01.14 02ab_traitement_A;On a piqué tous nos montants à travers le fond.;10;4.04;0.61;0.74;0.72;0.69;3.85;1.84;1.43;0.0;0.5754999999999972
Entretien 01 25.01.14 02ab_traitement_A;On les pré-coude pour les relever à la verticale.;9;2.14;0.76;0.92;0.73;0.78;3.59;0.86;0.81;0.0;-0.03489999999999682
Entretien 01 25.01.14 02ab_traitement_A;Et ensuite, on va piquer de chaque côté du fond parallèle au montant.;13;4.2;0.46;0.47;0.63;0.6;3.6;1.08;0.91;0.0;1.0624000000000042
Entretien 01 25.01.14 02ab_traitement_A;On va piquer deux fois quatre brins de chaque côté.;10;3.22;0.82;0.77;0.75;0.65;4.25;1.11;1.19;0.0;1.2039000000000004
Entretien 01 25.01.14 02ab_traitement_A;Et en fait, ça va être un passage qui va être replié.;12;4.46;1.46;0.81;2.41;3.05;3.57;2.4;1.33;3.0;-0.38949999999999374
Entretien 01 25.01.14 02ab_traitement_A;C'est-à-dire qu'on passe devant trois montants coudés, et on s'enfile derrière le quatrième.;13;3.62;0.77;0.77;1.22;1.27;3.0;0.72;1.31;4.0;0.21609999999999818
Entretien 01 25.01.14 02ab_traitement_A;Et il faut vraiment arriver à faire quelque chose de plat, alors que rien ne guide vers le plat.;19;5.25;1.09;1.64;0.95;0.88;5.61;1.61;1.71;2.0;0.8214999999999995
Entretien 01 25.01.14 02ab_traitement_A;Donc, c'est toute la technique de cette gestuelle.;8;3.68;0.62;0.83;0.72;0.89;5.83;2.18;1.92;0.0;0.37049999999999983
Entretien 01 25.01.14 02ab_traitement_A;On est proche du matériau quand on fait ce genre de point de travail.;14;4.62;1.0;0.39;5.53;0.74;3.87;3.06;0.44;3.0;0.014000000000000234
Entretien 01 25.01.14 02ab_traitement_A;Chaque osier va être différent.;5;3.19;0.73;0.73;1.61;1.27;3.0;2.19;1.17;3.0;-0.26839999999999753
Entretien 01 25.01.14 02ab_traitement_A;Chaque trempe va être différente.;5;3.25;0.88;0.9;1.61;0.87;3.37;3.06;1.3;3.0;-0.49770000000000003
Entretien 01 25.01.14 02ab_traitement_A;C'est-à-dire que chaque année, sur une même culture, c'est une culture pérenne, mais chaque année, il aura une texture des fibres particulière.;22;3.59;0.87;0.59;0.8;0.91;4.29;0.89;0.95;0.0;1.8845999999999992
Entretien 01 25.01.14 02ab_traitement_A;Donc, c'est au vanier même d'appréhender la souplesse du brin, les points de fragilité, parce que les points de fragilité sont dépendants de la phase de culture.;27;3.79;1.16;1.15;0.98;1.07;4.97;1.03;1.72;4.0;0.283299999999997
Entretien 01 25.01.14 02ab_traitement_A;C'est-à-dire que pendant une période trop sèche, ou qu'il y a eu trop d'humidité ou trop de chaleur, on va avoir une pousse irrégulière sur le brin.;27;4.91;1.35;0.96;1.29;1.13;5.44;1.38;1.16;3.0;0.331899999999993
Entretien 01 25.01.14 02ab_traitement_A;C'est aussi pour ça que ça ne peut pas être mécanisé avec l'osier.;13;4.61;0.95;0.78;1.97;1.32;5.04;2.08;1.19;3.0;0.14249999999999385
Entretien 01 25.01.14 02ab_traitement_A;C'est qu'il y a vraiment toute la technique du vanier qui va sentir le brin au moment où il le passe.;21;5.19;1.69;1.35;1.06;1.76;6.6;0.89;1.23;2.0;0.5942000000000007
Entretien 01 25.01.14 02ab_traitement_A;Comme on lui demande vraiment des coudes à plus de 90 degrés, il faut vraiment connaître sa matière.;18;3.69;0.75;1.16;1.09;0.86;5.63;0.99;1.31;4.0;0.17280000000000006
Entretien 01 25.01.14 02ab_traitement_A;C'est vraiment en douceur.;4;5.46;2.11;0.78;0.85;1.87;5.28;0.97;0.7;0.0;1.9679999999999995
Entretien 01 25.01.14 02ab_traitement_A;Ça va passer.;3;3.61;1.17;1.19;1.37;1.43;0.38;1.57;1.47;4.0;-0.00429999999999886
Entretien 01 25.01.14 02ab_traitement_A;Je ne vais pas casser.;5;4.79;0.94;0.97;1.52;1.19;2.25;3.53;4.36;3.0;-0.0662000000000047
Entretien 01 25.01.14 02ab_traitement_A;Je ne sais pas comment vous le traduirez, mais c'est vraiment ça qu'il nous dit.;15;5.23;1.53;1.34;2.15;1.56;5.77;2.13;9.49;3.0;0.43989999999999707
Entretien 01 25.01.14 02ab_traitement_A;On va aller jusqu'au bout.;5;5.12;0.91;0.97;0.77;1.27;1.04;0.99;1.04;2.0;0.6926999999999968
Entretien 01 25.01.14 02ab_traitement_A;Je vous en prie.;4;4.98;0.83;0.75;2.39;0.63;0.69;2.92;1.36;3.0;0.02609999999999335
Entretien 01 25.01.14 02ab_traitement_A;Entretien 01 25.01.14 02b;4;3.94;1.17;1.34;2.07;1.44;1.45;1.7;1.29;3.0;-0.029799999999998494
Entretien 01 25.01.14 02ab_traitement_A;C'est tout au long du point de travail, en fait.;10;3.78;0.5;0.79;1.45;0.79;2.81;1.76;0.66;3.0;-0.6117000000000004
Entretien 01 25.01.14 02ab_traitement_A;C'est vraiment une attention particulière sur tous les gestes que je vais faire.;13;5.04;0.91;1.23;1.38;1.05;5.76;2.72;1.45;4.0;0.3333999999999948
Entretien 01 25.01.14 02ab_traitement_A;C'est vraiment un global, c'est à chaque sensation du brin et à chaque niveau du brin, il faut vraiment avoir une attention particulière.;23;4.48;1.29;0.89;1.22;0.79;4.26;1.61;1.25;3.0;0.5075999999999983
Entretien 01 25.01.14 02ab_traitement_A;Donc c'est faire la forme souhaitée et tout en ayant une attention à 100% sur la qualité du brin.;19;2.98;0.57;0.71;0.72;0.72;6.59;1.41;8.79;0.0;0.09450000000000136
Entretien 01 25.01.14 02ab_traitement_A;Je ne sais pas forcément comment l'exprimer, mais en tout cas, c'est un moment de concentration particulière pour moi.;19;5.36;0.73;1.0;2.32;1.14;5.26;5.62;8.37;1.0;0.22319999999999407
Entretien 01 25.01.14 02ab_traitement_A;C'est là qu'on demande le plus au brin.;8;4.09;0.64;0.84;1.11;0.76;3.73;1.13;1.1;4.0;0.3849000000000049
Entretien 01 25.01.14 02ab_traitement_A;C'est-à-dire qu'il faut l'accompagner de la meilleure manière pour qu'il puisse passer sans se casser et tout en restant très esthétique sur l'article.;23;4.77;1.3;2.01;1.26;1.18;6.98;1.82;1.11;2.0;0.24320000000000253
